,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,Latitude,Longitude,geometry,BuildingAge
147,237,2015,sps-district k-12,k-12 school,6,BALLARD,1.0,2.0,67235,0,67235,k-12 school,67235.0,No information,0.0,No information,0.0,85.0,2364351.0,0.0,1766824.0,597600.0,46.59,47.68367156,-122.3729249,POINT (-122.3729249 47.68367156),16
148,238_2015,2015,nonresidential cos,small- and mid-sized office,5,NORTHWEST,1.0,2.0,85017,0,85017,office,57968.0,distribution center,32881.0,parking,11850.0,40.0,9146727.0,0.0,6915309.0,2231705.0,166.73,47.69975953,-122.340249,POINT (-122.340249 47.69975953),58
149,239,2015,sps-district k-12,k-12 school,1,SOUTHWEST,1.0,3.0,58118,0,58118,k-12 school,59014.0,No information,0.0,No information,0.0,97.0,1362993.0,0.0,1181942.0,181100.0,19.575,47.54026729,-122.3884963,POINT (-122.3884963 47.54026729),24
150,241,2015,nonresidential,hotel,5,NORTHWEST,1.0,4.0,64893,0,64893,hotel,64893.0,No information,0.0,No information,0.0,73.0,6056481.0,0.0,2500329.0,3556255.0,207.28,47.70923419,-122.3323693,POINT (-122.3323693 47.70923419),47
151,242,2015,sps-district k-12,k-12 school,5,NORTH,1.0,2.0,52792,0,52792,k-12 school,55480.0,No information,0.0,No information,0.0,98.0,1227290.0,0.0,1227341.0,0.0,4.28,47.69820046,-122.321085,POINT (-122.321085 47.69820046),26
152,243,2015,sps-district k-12,k-12 school,2,GREATER DUWAMISH,1.0,1.0,70762,0,70762,k-12 school,70762.0,No information,0.0,No information,0.0,95.0,2933003.0,0.0,364295.0,2568723.0,153.92000000000002,47.53836703,-122.2964274,POINT (-122.2964274 47.53836703),90
153,244_2015,2015,nonresidential,small- and mid-sized office,7,DOWNTOWN,1.0,3.0,56456,0,56456,office,34416.0,self-storage facility,7672.0,restaurant,2470.0,83.0,1527917.0,0.0,1183443.0,344523.0,26.55,47.601058,-122.335182,POINT (-122.335182 47.601058),115
158,250,2015,nonresidential,hotel,2,GREATER DUWAMISH,1.0,9.0,168449,14567,153882,hotel,135006.0,parking,20600.0,food service,9216.0,61.0,13116256.0,0.0,6384861.0,6731660.0,395.2,47.59271999,-122.3336896,POINT (-122.3336896 47.59271999),10
159,257_2015,2015,nonresidential,non-refrigerated warehouse,1,GREATER DUWAMISH,1.0,4.0,79600,0,79600,non-refrigerated warehouse,79600.0,No information,0.0,No information,0.0,55.0,1786986.0,0.0,1787060.0,0.0,12.46,47.57463912,-122.3560342,POINT (-122.3560342 47.57463912),99
160,260_2015,2015,sps-district k-12,sps-district k-12,4,LAKE UNION,1.0,4.0,241066,0,241066,No information,0.0,No information,0.0,No information,0.0,74.0,7870351.0,0.0,3348000.0,4522491.0,263.53,47.66006599,-122.3393444,POINT (-122.3393444 47.66006599),18
167,268_2015,2015,nonresidential,hospital,3,CENTRAL,1.0,5.0,597519,0,597519,hospital (general medical & surgical),601615.0,parking,48607.0,No information,0.0,45.0,137635696.0,0.0,56016106.0,81621919.0,4725.43,47.60710663,-122.3107827,POINT (-122.3107827 47.60710663),25
168,273,2015,sps-district k-12,k-12 school,1,DELRIDGE,1.0,1.0,71714,0,71714,k-12 school,71714.0,No information,0.0,No information,0.0,89.0,2223321.0,0.0,1903299.0,320100.0,33.255,47.52560204,-122.3487068,POINT (-122.3487068 47.52560204),16
169,274_2015,2015,nonresidential,non-refrigerated warehouse,4,LAKE UNION,1.0,3.0,75397,8161,67236,non-refrigerated warehouse,67236.0,parking,8161.0,No information,0.0,91.0,516216.0,0.0,406533.0,109700.0,8.66,47.65094364,-122.3422377,POINT (-122.3422377 47.65094364),24
170,276_2015,2015,nonresidential,hospital,3,EAST,1.0,8.0,1158691,0,1158691,hospital (general medical & surgical),1350182.0,parking,387651.0,No information,0.0,30.0,295812640.0,122701720.0,170891586.0,2226424.0,10780.64,47.60387131,-122.3226998,POINT (-122.3226998 47.60387131),15
172,279,2015,sps-district k-12,k-12 school,1,SOUTHWEST,1.0,2.0,208981,0,208981,k-12 school,208981.0,No information,0.0,No information,0.0,84.0,7564604.0,0.0,4895406.0,2669400.0,191.845,47.57662845,-122.3846578,POINT (-122.3846578 47.57662845),13
174,281,2015,nonresidential,k-12 school,4,NORTHEAST,1.0,2.0,55653,0,55653,k-12 school,55500.0,No information,0.0,No information,0.0,84.0,2003474.0,0.0,10580.0,1992894.0,89.4,47.66549171,-122.3140067,POINT (-122.3140067 47.66549171),87
175,282,2015,nonresidential,hotel,4,NORTHEAST,1.0,16.0,106860,0,106860,hotel,106860.0,No information,0.0,No information,0.0,46.0,12087498.0,0.0,3788422.0,8299234.0,468.375,47.66156526,-122.3146098,POINT (-122.3146098 47.66156526),84
176,283,2015,nonresidential,small- and mid-sized office,5,NORTH,1.0,5.0,50759,0,50759,office,47079.0,restaurant,3680.0,No information,0.0,63.0,3045139.0,0.0,2556409.0,488836.0,46.435,47.71892746,-122.2947589,POINT (-122.2947589 47.71892746),43
177,284,2015,nonresidential,worship facility,4,NORTHEAST,1.0,2.0,56772,0,56772,worship facility,56772.0,No information,0.0,No information,0.0,49.0,2349950.0,0.0,954132.0,1395857.0,82.68,47.66176886,-122.3112037,POINT (-122.3112037 47.66176886),63
178,285,2015,nonresidential,worship facility,4,NORTHEAST,1.0,3.0,103000,0,103000,worship facility,103000.0,No information,0.0,No information,0.0,40.0,4864408.0,0.0,2466944.0,2397565.0,147.23000000000002,47.66262897,-122.3114754,POINT (-122.3114754 47.66262897),63
179,286,2015,sps-district k-12,k-12 school,4,NORTHEAST,1.0,3.0,269297,0,269297,k-12 school,269297.0,No information,0.0,No information,0.0,79.0,10281586.0,0.0,7672105.0,2609800.0,208.64,47.67746117,-122.3130281,POINT (-122.3130281 47.67746117),9
180,287,2015,sps-district k-12,k-12 school,4,NORTHEAST,1.0,3.0,75174,0,75174,k-12 school,75174.0,No information,0.0,No information,0.0,80.0,2654755.0,0.0,1575720.0,1079100.0,70.08,47.67115081,-122.2918182,POINT (-122.2918182 47.67115081),14
181,289,2015,sps-district k-12,k-12 school,7,MAGNOLIA / QUEEN ANNE,1.0,3.0,75214,0,75214,k-12 school,75214.0,No information,0.0,No information,0.0,87.0,2295845.0,0.0,1807220.0,488700.0,41.265,47.64090041,-122.3656176,POINT (-122.3656176 47.64090041),12
182,290,2015,sps-district k-12,k-12 school,1,SOUTHWEST,1.0,3.0,134918,0,134918,k-12 school,134918.0,No information,0.0,No information,0.0,92.0,3773040.0,0.0,2927362.0,845800.0,67.375,47.5724098,-122.3916721,POINT (-122.3916721 47.5724098),10
183,291,2015,sps-district k-12,k-12 school,3,CENTRAL,1.0,2.0,64414,0,64414,k-12 school,64714.0,No information,0.0,No information,0.0,63.0,2414679.0,0.0,2414779.0,0.0,16.415,47.59101433,-122.2981281,POINT (-122.2981281 47.59101433),24
184,292,2015,sps-district k-12,k-12 school,6,NORTHWEST,1.0,3.0,92437,0,92437,k-12 school,92437.0,No information,0.0,No information,0.0,71.0,4986643.0,0.0,1012592.0,3974093.0,209.585,47.67726399,-122.3223367,POINT (-122.3223367 47.67726399),88
186,294_2015,2015,nonresidential,residence hall/dormitory,7,DOWNTOWN,1.0,9.0,107572,0,107572,residence hall/dormitory,63934.0,office,27143.0,retail store,10568.0,71.0,5445025.0,2647510.0,2797632.0,0.0,223.86,47.60775556,-122.3324724,POINT (-122.3324724 47.60775556),102
191,300,2015,sps-district k-12,k-12 school,2,GREATER DUWAMISH,1.0,3.0,204961,0,204961,k-12 school,204961.0,No information,0.0,No information,0.0,94.0,7971886.0,0.0,4796884.0,3175200.0,214.065,47.55156934,-122.3138036,POINT (-122.3138036 47.55156934),8
193,313,2015,nonresidential,medical office,7,MAGNOLIA / QUEEN ANNE,1.0,5.0,190000,39000,151000,medical office,146741.0,office,9805.0,No information,0.0,7.0,19816686.0,0.0,14760126.0,5057172.0,516.26,47.61994816,-122.3606641,POINT (-122.3606641 47.61994816),88
194,314,2015,nonresidential,hotel,7,DOWNTOWN,1.0,4.0,122309,0,122309,No information,0.0,No information,0.0,No information,0.0,13.0,24060332.0,0.0,6504794.0,17555808.0,1018.9300000000001,47.61245737,-122.3521832,POINT (-122.3521832 47.61245737),54
196,316,2015,nonresidential,hotel,7,DOWNTOWN,1.0,8.0,254273,38800,215473,hotel,277000.0,No information,0.0,No information,0.0,23.0,27787286.0,0.0,14677095.0,13110800.0,789.735,47.61067514,-122.3465482,POINT (-122.3465482 47.61067514),12
199,319_2015,2015,nonresidential,small- and mid-sized office,7,DOWNTOWN,1.0,4.0,40000,0,40000,office,33000.0,retail store,7000.0,No information,0.0,98.0,1372706.0,509178.0,863565.0,0.0,45.32,47.60272217,-122.33557892,POINT (-122.33557892 47.60272217),101
200,320_2015,2015,nonresidential,non-refrigerated warehouse,2,GREATER DUWAMISH,1.0,4.0,203504,0,203504,non-refrigerated warehouse,159372.0,other - services,44132.0,No information,0.0,72.0,3780078.0,0.0,3780233.0,0.0,26.35,47.59457628,-122.3244189,POINT (-122.3244189 47.59457628),7
201,322_2015,2015,nonresidential,large office,7,DOWNTOWN,1.0,3.0,100734,26731,74003,No information,0.0,No information,0.0,No information,0.0,34.0,10273140.0,0.0,10273566.0,0.0,71.62,47.61744918,-122.35032532,POINT (-122.35032532 47.61744918),47
202,323_2015,2015,nonresidential,small- and mid-sized office,7,DOWNTOWN,1.0,4.0,79678,17570,62108,office,62108.0,parking,17570.0,No information,0.0,59.0,4829951.0,0.0,4224467.0,605658.0,61.62,47.61698381,-122.34958888,POINT (-122.34958888 47.61698381),34
203,324,2015,nonresidential,large office,7,DOWNTOWN,1.0,12.0,234000,21790,212210,office,175915.0,laboratory,29865.0,parking,23244.0,36.0,19176010.0,0.0,18917009.0,259786.0,147.47,47.61591919,-122.34571548,POINT (-122.34571548 47.61591919),37
204,325,2015,nonresidential,retail store,7,DOWNTOWN,1.0,4.0,111077,0,111077,No information,0.0,No information,0.0,No information,0.0,91.0,9898724.0,0.0,9899135.0,0.0,69.01,47.61171108,-122.33681575,POINT (-122.33681575 47.61171108),26
205,326,2015,nonresidential,large office,7,DOWNTOWN,1.0,25.0,369996,0,369996,office,380397.0,parking,127192.0,No information,0.0,71.0,24882924.0,0.0,24883957.0,0.0,173.025,47.61175275,-122.33667433,POINT (-122.33667433 47.61175275),26
206,327,2015,nonresidential,retail store,7,DOWNTOWN,1.0,10.0,693450,0,693450,retail store,361107.0,office,332343.0,No information,0.0,92.0,40433292.0,14089.0,38041251.0,2379542.0,395.41999999999996,47.6124792,-122.33586069,POINT (-122.33586069 47.6124792),90
207,328,2015,nonresidential,large office,7,DOWNTOWN,1.0,33.0,791396,0,791396,office,637099.0,parking,132465.0,other,33110.0,89.0,40451748.0,0.0,40453430.0,0.0,297.655,47.61323929,-122.33440399,POINT (-122.33440399 47.61323929),39
208,329,2015,nonresidential,large office,7,DOWNTOWN,1.0,23.0,747747,205076,542671,office,542461.0,parking,219045.0,restaurant,9337.0,88.0,32141070.0,0.0,28874890.0,3267376.0,366.96500000000003,47.61374903,-122.33507976,POINT (-122.33507976 47.61374903),15
209,330,2015,nonresidential,small- and mid-sized office,7,DOWNTOWN,1.0,10.0,63409,7757,55652,office,45260.0,retail store,6187.0,No information,0.0,92.0,3137206.0,1853890.0,1283369.0,0.0,161.27499999999998,47.61378582,-122.33638554,POINT (-122.33638554 47.61378582),89
210,331,2015,nonresidential,large office,7,DOWNTOWN,1.0,17.0,204790,30000,174790,office,142034.0,other - recreation,17070.0,retail store,14666.0,92.0,7546235.0,0.0,6630126.0,916385.0,97.575,47.61391297,-122.33581187,POINT (-122.33581187 47.61391297),85
211,332,2015,nonresidential,small- and mid-sized office,7,DOWNTOWN,1.0,5.0,73399,0,73399,office,51557.0,retail store,9976.0,No information,0.0,63.0,3655453.0,0.0,3655605.0,0.0,25.835,47.61232632,-122.33842968,POINT (-122.33842968 47.61232632),99
212,333,2015,nonresidential,large office,7,DOWNTOWN,1.0,20.0,265851,32334,233517,office,226454.0,parking,29214.0,No information,0.0,95.0,12943756.0,5973700.0,6970347.0,0.0,536.47,47.61419225,-122.33715661,POINT (-122.33715661 47.61419225),46
213,334,2015,nonresidential,large office,7,DOWNTOWN,1.0,25.0,758043,228668,529375,office,582725.0,parking,191082.0,No information,0.0,96.0,24641772.0,0.0,24054476.0,588294.0,214.09,47.61586761,-122.33737946,POINT (-122.33737946 47.61586761),6
214,335,2015,nonresidential,large office,7,DOWNTOWN,1.0,12.0,206000,0,206000,office,161000.0,parking,51250.0,No information,0.0,88.0,9273278.0,2327413.0,6946155.0,0.0,225.13,47.61673455,-122.34198091,POINT (-122.34198091 47.61673455),47
215,336,2015,nonresidential,large office,7,DOWNTOWN,1.0,36.0,824887,154972,669915,office,743562.0,parking,161119.0,No information,0.0,97.0,38400928.0,0.0,38402528.0,0.0,271.625,47.61596574,-122.33609553,POINT (-122.33609553 47.61596574),6
216,337,2015,nonresidential,large office,7,DOWNTOWN,1.0,16.0,480840,141600,339240,office,311736.0,parking,123356.0,fitness center/health club/gym,18239.0,94.0,17653930.0,0.0,17529045.0,125615.0,129.8,47.61577337,-122.33379691,POINT (-122.33379691 47.61577337),25
218,339,2015,nonresidential,small- and mid-sized office,7,DOWNTOWN,1.0,7.0,89550,0,89550,office,64712.0,retail store,10058.0,social/meeting hall,7030.0,81.0,4112006.0,312366.0,3799798.0,0.0,51.135000000000005,47.60260831,-122.33300887,POINT (-122.33300887 47.60260831),115
219,340,2015,nonresidential,small- and mid-sized office,7,DOWNTOWN,1.0,6.0,89355,0,89355,office,82355.0,retail store,7000.0,No information,0.0,55.0,4742636.0,0.0,4654448.0,88380.0,34.555,47.60188691,-122.33410075,POINT (-122.33410075 47.60188691),115
220,341,2015,nonresidential,large office,7,DOWNTOWN,1.0,15.0,388934,0,388934,office,388934.0,No information,0.0,No information,0.0,84.0,20309614.0,957322.0,19353098.0,0.0,211.01999999999998,47.60349737,-122.33226722,POINT (-122.33226722 47.60349737),93
221,342,2015,nonresidential,large office,7,DOWNTOWN,1.0,22.0,384302,0,384302,office,348969.0,convenience store without gas station,4181.0,food service,1437.0,98.0,9861998.0,0.0,9862406.0,0.0,69.45,47.60402644,-122.33430506,POINT (-122.33430506 47.60402644),86
222,343,2015,nonresidential,large office,7,DOWNTOWN,1.0,17.0,378525,84600,293925,office,236827.0,parking,83311.0,restaurant,14679.0,68.0,25476332.0,9756039.0,15720944.0,0.0,901.5550000000001,47.60390362,-122.33424932,POINT (-122.33424932 47.60390362),57
223,345,2015,nonresidential,large office,7,DOWNTOWN,1.0,47.0,1323055,0,1323055,office,1011135.0,parking,272682.0,restaurant,37595.0,93.0,45074876.0,0.0,44914600.0,162130.0,320.345,47.60523404,-122.33465706,POINT (-122.33465706 47.60523404),32
224,346,2015,nonresidential,large office,7,DOWNTOWN,1.0,41.0,589921,129432,460489,office,485296.0,parking,92787.0,pre-school/daycare,10290.0,82.0,26208138.0,0.0,26209226.0,0.0,177.115,47.60533104,-122.33503955,POINT (-122.33503955 47.60533104),29
226,348,2015,nonresidential,large office,7,DOWNTOWN,1.0,8.0,157941,62993,94948,office,84838.0,parking,15401.0,No information,0.0,89.0,3157579.0,0.0,3157710.0,0.0,24.055,47.60571018,-122.33639455,POINT (-122.33639455 47.60571018),47
227,349,2015,nonresidential,large office,7,DOWNTOWN,1.0,29.0,635303,197231,438072,office,522667.0,parking,194435.0,convenience store without gas station,8842.0,97.0,18350766.0,162514.0,18189008.0,0.0,139.53,47.60611343,-122.33672333,POINT (-122.33672333 47.60611343),24
229,351,2015,nonresidential,large office,7,DOWNTOWN,1.0,34.0,776762,162604,614158,office,606050.0,parking,154947.0,No information,0.0,77.0,30135280.0,0.0,29993960.0,142563.0,223.99,47.60619421,-122.33526667,POINT (-122.33526667 47.60619421),35
230,352,2015,nonresidential,large office,7,DOWNTOWN,1.0,14.0,186768,23775,162993,office,182540.0,parking,33671.0,data center,240.0,95.0,9700372.0,2148584.0,7552103.0,0.0,218.51,47.60668182,-122.33452606,POINT (-122.33452606 47.60668182),43
231,353,2015,nonresidential,large office,7,DOWNTOWN,1.0,49.0,1123435,368980,754455,office,808980.0,parking,232248.0,other,30329.0,88.0,47148456.0,0.0,38999312.0,8150777.0,666.315,47.60633748,-122.33369209,POINT (-122.33369209 47.60633748),46
232,354,2015,nonresidential,large office,7,DOWNTOWN,1.0,37.0,1052469,164420,888049,office,763260.0,parking,185581.0,financial office,103478.0,93.0,41655852.0,0.0,41657575.0,0.0,288.86,47.60566548,-122.33261347,POINT (-122.33261347 47.60566548),13
233,355,2015,nonresidential,large office,7,DOWNTOWN,1.0,42.0,617684,171500,446184,No information,0.0,No information,0.0,No information,0.0,79.0,37527176.0,2668771.0,34859838.0,0.0,497.83,47.60605613,-122.33178821,POINT (-122.33178821 47.60605613),42
234,356,2015,nonresidential,large office,7,DOWNTOWN,1.0,8.0,201480,0,201480,office,161762.0,retail store,29094.0,non-refrigerated warehouse,10624.0,88.0,9734582.0,1609624.0,8125295.0,0.0,178.42,47.60504384,-122.33274356,POINT (-122.33274356 47.60504384),108
235,357_2015,2015,nonresidential cos,large office,3,DOWNTOWN,1.0,63.0,1195387,159600,1035787,office,1187924.0,parking,159599.0,other,18656.0,82.0,64715652.0,0.0,64696526.0,21804.0,452.16,47.60491077,-122.32891587,POINT (-122.32891587 47.60491077),25
237,359,2015,nonresidential cos,large office,7,DOWNTOWN,1.0,8.0,199530,30660,168870,office,160418.0,parking,18590.0,other,17480.0,70.0,13172813.0,0.0,8654931.0,4518239.0,299.45500000000004,47.60363382,-122.32999251,POINT (-122.32999251 47.60363382),12
238,360,2015,nonresidential,large office,7,DOWNTOWN,1.0,13.0,372242,52703,319539,office,372242.0,No information,0.0,No information,0.0,98.0,15083332.0,0.0,12287890.0,2795954.0,225.195,47.60213517,-122.32847035,POINT (-122.32847035 47.60213517),9
239,361,2015,nonresidential,large office,7,DOWNTOWN,1.0,7.0,114395,8296,106099,office,96582.0,No information,0.0,No information,0.0,98.0,3098638.0,0.0,2067509.0,1031215.0,69.67500000000001,47.60185187,-122.32859693,POINT (-122.32859693 47.60185187),106
240,363,2015,nonresidential,retail store,4,NORTHEAST,1.0,2.0,89200,0,89200,retail store,89200.0,No information,0.0,No information,0.0,83.0,6289567.0,0.0,5649452.0,640348.0,81.43,47.6605111,-122.3128304,POINT (-122.3128304 47.6605111),37
241,366_2015,2015,nonresidential,small- and mid-sized office,4,NORTHEAST,1.0,5.0,99005,0,99005,No information,0.0,No information,0.0,No information,0.0,63.0,5814165.0,0.0,2836552.0,2977731.0,177.92,47.66095645,-122.3162654,POINT (-122.3162654 47.66095645),54
242,367,2015,nonresidential,large office,4,NORTHEAST,1.0,6.0,135051,44248,90803,office,95943.0,parking,42500.0,No information,0.0,92.0,4025787.0,0.0,4025754.0,200.0,29.465,47.66044059,-122.3169435,POINT (-122.3169435 47.66044059),13
243,368,2015,nonresidential,large office,4,NORTHEAST,1.0,5.0,220649,82720,137929,office,145754.0,parking,90000.0,No information,0.0,93.0,6299357.0,0.0,6299619.0,0.0,46.519999999999996,47.66053047,-122.3174071,POINT (-122.3174071 47.66053047),13
245,370,2015,nonresidential,large office,7,DOWNTOWN,1.0,18.0,413715,64660,349055,office,348270.0,parking,69634.0,No information,0.0,82.0,23179128.0,0.0,23069718.0,110365.0,167.78,47.61647081,-122.330698,POINT (-122.330698 47.61647081),35
246,371_2015,2015,nonresidential,large office,7,DOWNTOWN,1.0,11.0,381381,195621,185760,office,164192.0,fitness center/health club/gym,37782.0,No information,0.0,85.0,9796649.0,0.0,9680526.0,116524.0,73.67,47.61788951,-122.33127667,POINT (-122.33127667 47.61788951),15
247,372,2015,nonresidential,large office,7,DOWNTOWN,1.0,20.0,497513,118744,378769,office,367623.0,parking,114510.0,No information,0.0,73.0,25909504.0,0.0,25716834.0,193737.0,193.375,47.6166018,-122.32990312,POINT (-122.32990312 47.6166018),27
248,373,2015,nonresidential,large office,7,DOWNTOWN,1.0,24.0,543876,116721,427155,office,432841.0,parking,98503.0,No information,0.0,76.0,25840362.0,0.0,25841435.0,0.0,178.285,47.61420011,-122.34223589,POINT (-122.34223589 47.61420011),36
250,375,2015,nonresidential,large office,7,DOWNTOWN,1.0,6.0,396626,124216,272410,office,283267.0,parking,113359.0,No information,0.0,66.0,20630168.0,0.0,20631023.0,0.0,142.885,47.61836011,-122.35263651,POINT (-122.35263651 47.61836011),33
251,376,2015,nonresidential,large office,7,DOWNTOWN,1.0,6.0,287471,83591,203880,No information,0.0,No information,0.0,No information,0.0,80.0,13010612.0,0.0,12176535.0,834582.0,116.59,47.61605453,-122.34371185,POINT (-122.34371185 47.61605453),13
253,379,2015,nonresidential,large office,7,DOWNTOWN,1.0,8.0,253103,61986,191117,office,163754.0,parking,65117.0,other,21782.0,17.0,22388122.0,0.0,22389051.0,0.0,182.435,47.61797602,-122.35649532,POINT (-122.35649532 47.61797602),31
254,381_2015,2015,nonresidential,supermarket/grocery store,6,NORTHWEST,1.0,1.0,60880,0,60880,supermarket/grocery store,61666.0,No information,0.0,No information,0.0,60.0,13320624.0,0.0,8216324.0,5104640.0,328.38,47.70184827,-122.36437781,POINT (-122.36437781 47.70184827),59
